Дата,Физические лица | Длинные позиции | (позиции покупателя),Короткие позиции | (позиции продавца),"Количество лиц, имеющих открытые длинные позиции","Количество лиц, имеющих открытые короткие позиции",Юридические лица | Длинные позиции | (позиции покупателя),Короткие позиции | (позиции продавца),"Количество лиц, имеющих открытые длинные позиции","Количество лиц, имеющих открытые короткие позиции",Совокупный объем открытых позиций,ОИ физиков,IMOEX | Close,Lons/Short физ.,Lons/Short юр.,% Long у физ.от общ.Long,% Short у физ.от общ.Sort
2022-11-25,5622,19184,610,2175,21180,7618,23,27,53604,24806,2195.17,0.29305671392827354,2.7802572853767393,20.976046563689277,71.57674800388031
2022-11-28,6062,18578,632,2142,19997,7481,26,26,52118,24640,2177.45,0.3262999246420497,2.6730383638550994,23.262596415825627,71.29206799953951
2022-11-29,6207,18471,643,2146,19911,7647,26,27,52236,24678,2185.32,0.3360402793568296,2.603766182816791,23.76521938892718,70.72134160349185
2022-11-30,6067,18289,632,2117,20181,7959,26,26,52496,24356,2174.53,0.3317294548635792,2.5356200527704487,23.11414202986894,69.67768972874123
2022-12-01,6337,18812,623,2143,20328,7853,26,27,53330,25149,2187.29,0.3368594514139911,2.5885648796638225,23.76523532720795,70.54940933808363
2022-12-02,6350,18121,620,2036,20062,8291,25,26,52824,24471,2180.44,0.3504221621323326,2.4197322397780727,24.04210207481448,68.60896562168712
2022-12-05,7281,19019,678,2000,20219,8481,36,23,55000,26300,2208.28,0.3828276986171723,2.3840349015446294,26.476363636363637,69.16
2022-12-06,7648,17733,684,1866,19319,9234,30,22,53934,25381,2196.24,0.43128630237410476,2.092159410872861,28.360588867875553,65.75814884859273
2022-12-07,7188,16143,729,1788,17426,8471,35,22,49228,23331,2192.88,0.44527039583720496,2.057136111439027,29.202892662712276,65.58462663524823
2022-12-08,7088,15533,725,1761,16912,8467,30,26,48000,22621,2184.43,0.4563188051245735,1.9974016770993268,29.533333333333335,64.72083333333333
2022-12-09,7317,15089,727,1659,16012,8240,30,26,46658,22406,2177.85,0.484922791437471,1.9432038834951457,31.364396245016934,64.6791547001586
2022-12-12,7365,13807,757,1516,14483,8041,28,25,43696,21172,2173.16,0.5334250742377055,1.801144136301455,33.71017942145734,63.19571585499817
2022-12-13,7193,12719,713,1369,13265,7739,27,27,40916,19912,2174.38,0.5655318814372199,1.7140457423439721,35.15983967152214,62.17127773975951
2022-12-14,8319,11439,683,1252,10689,7569,29,26,38016,19758,2159.81,0.7272488853920798,1.412207689258819,43.76578282828283,60.17992424242424
2022-12-15,4431,6758,487,780,4784,2457,19,24,18430,11189,2126.8,0.655667357206274,1.947089947089947,48.0846446011937,73.33695062398263
2022-12-16,5023,8210,474,917,4814,1627,25,21,19674,13233,2132.75,0.6118148599269184,2.958819913952059,51.06231574667073,83.46040459489681
2022-12-19,5374,10150,486,997,10372,5596,24,18,31492,15524,2129.98,0.5294581280788178,1.8534667619728378,34.129302680045726,64.46081544519244
2022-12-20,7214,11066,553,1231,13938,10086,28,19,42304,18280,2119.37,0.6519067413699621,1.381915526472338,34.10552193645991,52.316565809379725
2022-12-21,7149,10855,576,1186,13815,10109,21,27,41928,18004,2116.13,0.658590511285122,1.3666040162231674,34.10131654264453,51.77924060293837
2022-12-22,7004,11316,557,1220,14249,9937,21,27,42506,18320,2122.91,0.6189466242488512,1.4339337828318406,32.95534748035571,53.24424787088881
2022-12-23,6856,10852,555,1200,13127,9131,23,21,39966,17708,2124.02,0.6317729450792481,1.437630051473004,34.30916278837011,54.306160236200775
2022-12-26,6786,10066,564,951,12139,8859,27,17,37850,16852,2139.21,0.6741506060003973,1.3702449486398014,35.85733157199471,53.1889035667107
2022-12-27,6766,10862,592,950,15569,11473,28,16,44670,17628,2150.92,0.6229055422574111,1.3570121154013772,30.29326169688829,48.632191627490485
2022-12-28,6801,10417,564,913,20044,16428,21,20,53690,17218,2139.77,0.6528751079965441,1.2201120038957878,25.334326690258894,38.804246600856764
2022-12-29,6131,10443,542,935,22298,17986,24,16,56858,16574,2147.06,0.5870918318490855,1.239742021572334,21.566006542614936,36.733617081149525
2022-12-30,5542,11004,512,909,20425,14963,27,14,51934,16546,2154.12,0.5036350418029807,1.3650337499164606,21.342473138984094,42.37686294142566
2023-01-03,6085,11701,545,1018,21041,15425,31,17,54252,17786,2172.68,0.5200410221348603,1.3640842787682335,22.432352724323525,43.13573693135737
2023-01-04,5756,11791,541,1048,21310,15275,23,26,54132,17547,2168.42,0.48816894241370534,1.395090016366612,21.266533658464496,43.56388088376561
2023-01-05,5670,11535,538,1048,21172,15307,20,22,53684,17205,2156.67,0.49154746423927176,1.3831580322728163,21.123612249459804,42.97369793607034
2023-01-06,5870,11268,561,1036,21051,15653,20,20,53842,17138,2156.39,0.5209442669506568,1.3448540215933047,21.804539207310278,41.85580030459492
2023-01-09,6407,10898,608,970,20388,15897,19,25,53590,17305,2163.5,0.5879060378051019,1.2825061332326855,23.91117745848106,40.67176712073148
2023-01-10,6634,10830,636,997,19481,15285,26,18,52230,17464,2159.51,0.6125577100646352,1.2745175008177951,25.40302508137086,41.4704192992533
2023-01-11,6446,10241,560,998,19607,15812,28,16,52106,16687,2186.98,0.6294307196562836,1.2400075891727802,24.741872337158867,39.308333013472534
2023-01-12,7184,9615,935,834,16587,14156,27,18,47542,16799,2185.93,0.7471658866354655,1.1717293020627295,30.22169870851037,40.44844558495646
2023-01-13,6262,10424,697,872,16591,12429,26,20,45706,16686,2199.94,0.600729086722947,1.334862016252313,27.401216470485274,45.61326740471711
2023-01-16,6186,10878,648,907,17380,12688,24,19,47132,17064,2224.9,0.5686707115278544,1.369798234552333,26.2496817448867,46.1597216328609
2023-01-17,5843,10569,612,912,16885,12159,24,20,45456,16412,2196.84,0.5528432207398997,1.3886832798749897,25.70837733192538,46.50211193241816
2023-01-18,5748,10236,639,883,17364,12876,29,20,46224,15984,2196.26,0.5615474794841735,1.348555452003728,24.87019730010384,44.28868120456905
2023-01-19,5713,11525,645,1186,18860,13048,19,30,49146,17238,2168.83,0.495704989154013,1.4454322501532801,23.249094534651853,46.90107028038904
2023-01-20,5406,11328,586,1177,18890,12968,22,20,48592,16734,2166.69,0.4772245762711864,1.4566625539790252,22.250576226539348,46.624958840961476
2023-01-23,5530,11854,568,1298,19504,13180,29,20,50068,17384,2185.31,0.4665091952083685,1.4798179059180576,22.089957657585686,47.35160182152273
2023-01-24,5975,12196,610,1270,19478,13257,21,32,50906,18171,2172.75,0.4899147261397179,1.469261522214679,23.474639531685852,47.915766314383376
2023-01-25,6009,12311,602,1323,17191,10889,28,18,46400,18320,2170.15,0.4881000731053529,1.578749196436771,25.90086206896552,53.06465517241379
2023-01-26,5873,12440,600,1385,17179,10612,25,24,46104,18313,2166.92,0.4721061093247588,1.6188277421786657,25.47718202325178,53.96494881138296
2023-01-27,5883,12493,572,1319,17398,10788,32,18,46562,18376,2189.35,0.4709037060754022,1.6127178346310715,25.269533095657405,53.66178428761651
2023-01-30,6161,12833,578,1286,17610,10938,30,20,47542,18994,2204.41,0.48009039195823267,1.609983543609435,25.918135543309074,53.98594926591225
2023-01-31,6323,14320,596,1364,18925,10928,29,22,50496,20643,2225.6,0.44155027932960894,1.731789897510981,25.043567807351074,56.71736375158428
2023-02-01,6347,14145,583,1398,19428,11630,23,28,51550,20492,2230.15,0.4487097914457405,1.6705073086844369,24.624636275460716,54.87875848690592
2023-02-02,6766,13549,651,1172,18181,11398,32,22,49894,20315,2243.54,0.4993726474278545,1.5951044042814528,27.1214975748587,54.311139615985894
2023-02-03,6084,13274,620,1119,17794,10604,29,21,47756,19358,2248.3,0.45833961127015216,1.6780460203696719,25.479520897897643,55.59092051260575
2023-02-06,6266,13912,684,1167,17715,10069,30,20,47962,20178,2272.37,0.4504025301897642,1.75936041314927,26.129018806555187,58.012593303031565
2023-02-07,7164,13819,684,1170,17085,10430,16,26,48498,20983,2267.69,0.5184166726970114,1.6380632790028764,29.54348632933317,56.987917027506285
2023-02-08,7268,13526,711,1233,17386,11128,18,30,49308,20794,2251.97,0.5373355019961555,1.5623652048885694,29.480003244909547,54.86330818528433
2023-02-09,7072,12106,712,1138,16825,11791,24,25,47794,19178,2262.45,0.5841731372872956,1.426935798490374,29.59367284596393,50.65907854542411
2023-02-10,6954,12450,691,1155,17786,12290,18,28,49480,19404,2261.58,0.5585542168674699,1.447192839707079,28.108326596604687,50.323362974939364
2023-02-13,6509,12549,711,1127,20277,14237,12,35,53572,19058,2264.27,0.5186867479480437,1.4242466811828334,24.300007466587022,46.84910027626372
2023-02-14,6239,10842,692,1106,23709,19106,13,37,59896,17081,2232.23,0.5754473344401402,1.2409190830105725,20.832776813142782,36.20275143582209
2023-02-15,7436,10638,702,1121,25252,22050,16,36,65376,18074,2166.46,0.6990035721000188,1.1452154195011337,22.748409202153695,32.54405286343612
2023-02-16,7881,10695,692,1037,25083,22269,20,31,65928,18576,2153.96,0.7368863955119215,1.12636400377206,23.907899526756463,32.44448489261012
2023-02-17,6966,10865,639,995,24474,20575,21,28,62880,17831,2168.88,0.6411412793373217,1.189501822600243,22.15648854961832,34.55788804071247
2023-02-20,7207,10611,679,1176,23791,20387,29,21,61996,17818,2183.57,0.6792008293280558,1.1669691470054446,23.249887089489643,34.23124072520808
2023-02-21,7032,10937,722,975,23940,20035,30,21,61944,17969,2212.42,0.6429551065191551,1.194908909408535,22.70437814800465,35.31254035903397
2023-02-22,6822,8945,658,941,23778,21655,23,29,61200,15767,2212.4,0.7626607043040805,1.0980374047564072,22.294117647058822,29.23202614379085
2023-02-24,6509,8950,606,934,23755,21314,16,37,60528,15459,2208.03,0.7272625698324022,1.114525663882894,21.50740153317473,29.57309014010045
2023-02-27,7321,9043,748,883,22074,20352,23,30,58790,16364,2241.1,0.8095764679862877,1.0846108490566038,24.905596189828202,30.76373532913761
2023-02-28,7381,8961,715,903,22093,20513,19,28,58948,16342,2253.16,0.8236803928133021,1.0770243260371473,25.042410259890076,30.403067109995252
2023-03-01,6268,9522,660,967,22319,19065,29,26,57174,15790,2279.65,0.658265070363369,1.1706792551796485,21.92605030258509,33.30884667856019
2023-03-02,6563,8860,668,971,22566,20269,18,44,58258,15423,2254.3,0.740744920993228,1.1133257684148206,22.53081121906004,30.4164234954856
2023-03-03,6175,8891,680,967,22708,19992,27,26,57766,15066,2272.2,0.6945225508941626,1.1358543417366946,21.379358099920367,30.782813419658623
2023-03-06,6300,9190,731,985,24332,21442,32,23,61264,15490,2294.12,0.6855277475516867,1.134782203152691,20.56672760511883,30.001305823974928
2023-03-07,6689,8958,750,994,24948,22679,30,22,63274,15647,2295.6,0.7467068542085287,1.1000485030204155,21.14296551506148,28.314947687833865
2023-03-09,7220,9874,706,1127,24515,21861,21,33,63470,17094,2290.14,0.731213287421511,1.121403412469695,22.750905939814086,31.113912084449346
2023-03-10,6844,9764,692,1098,25023,22103,24,28,63734,16608,2276.25,0.7009422367882016,1.1321087635162648,21.47676279536825,30.639846863526532
2023-03-13,6966,8599,661,914,27210,25577,22,37,68352,15565,2269.47,0.8100941969996511,1.0638464245220316,20.382724719101123,25.160931647940078
2023-03-14,7423,9213,661,941,27510,25720,31,26,69866,16636,2290.32,0.805709323781613,1.0695956454121307,21.249248561532074,26.373343257092145
2023-03-15,6869,9778,628,971,27759,24850,23,40,69256,16647,2262.07,0.7024953978318674,1.1170623742454728,19.836548457895343,28.237264641330718
2023-03-16,5392,7223,472,761,8200,6369,17,19,27184,12615,2258.22,0.7465042226221792,1.2874862615795257,39.670394349617425,53.14155385520895
2023-03-17,7041,9162,517,826,9602,7481,24,20,33286,16203,2322.78,0.7685003274394238,1.2835182462237669,42.306074625968876,55.050171243165295
2023-03-20,8018,10052,564,977,7344,5310,25,17,30724,18070,2397.16,0.7976522085157183,1.383050847457627,52.19372477541987,65.4341882567374
2023-03-21,8667,10296,609,1062,7229,5600,24,19,31792,18963,2398.15,0.8417832167832168,1.290892857142857,54.523150478107695,64.77101157523906
2023-03-22,8870,10496,598,1097,6969,5343,23,21,31678,19366,2393.88,0.8450838414634146,1.3043234138124649,56.001010164783125,66.26680977334428
2023-03-23,8495,9852,632,1060,7595,6238,20,22,32180,18347,2388.35,0.8622614697523345,1.2175376723308753,52.79676817899316,61.230577998757
2023-03-24,8386,9355,635,1013,7607,6638,25,21,31986,17741,2391.53,0.8964190272581507,1.1459777041277492,52.43544050522103,58.4943412743075
2023-03-27,9202,11068,692,1015,9219,7353,29,20,36842,20270,2440.68,0.8314058547162992,1.2537739698082415,49.953857011020034,60.08360023885783
2023-03-28,9459,10824,688,1114,9190,7825,25,22,37298,20283,2442.19,0.8738913525498891,1.1744408945686902,50.721218295887184,58.04064561102472
2023-03-29,9148,11952,669,1216,11600,8796,23,23,41496,21100,2460.87,0.7653949129852744,1.318781264211005,44.09099672257567,57.60555234239445
2023-03-30,8999,12344,649,1282,12829,9484,22,24,43656,21343,2465.93,0.7290181464679196,1.3526992830029523,41.22686457760674,56.55121861828844
2023-03-31,6913,10880,605,1128,13148,9181,18,22,40122,17793,2450.67,0.6353860294117647,1.432088007842283,34.45989731319475,54.23458451722247
2023-04-03,7672,11846,605,1317,15282,11108,19,24,45908,19518,2473.32,0.6476447746074624,1.3757652142599928,33.4233684760826,51.607562951990936
2023-04-04,7899,13902,561,1710,16177,10174,18,25,48152,21801,2480.45,0.5681916271040138,1.5900334185177905,32.808606080744305,57.742149858780536
2023-04-05,7777,14415,571,1760,18269,11631,19,25,52092,22192,2500.8,0.5395074575095387,1.5707161894935946,29.858711510404667,55.344390693388625
2023-04-06,7041,16640,523,1957,20895,11296,17,24,55872,23681,2498.3,0.42313701923076924,1.8497698300283285,25.204037800687285,59.56471935853379
2023-04-07,6628,16741,512,1969,21567,11454,19,25,56390,23369,2508.39,0.3959142225673496,1.8829229963331586,23.50771413371165,59.375775846781345
2023-04-10,7591,16987,605,1882,19709,10313,19,24,54600,24578,2547.35,0.4468711367516336,1.9110830990012606,27.805860805860803,62.22344322344322
2023-04-11,8330,16874,552,1972,18604,10060,20,27,53868,25204,2533.69,0.49365888348939196,1.8493041749502983,30.927452290784878,62.64943937031262
2023-04-12,8225,17002,580,1988,18573,9796,23,26,53596,25227,2538.47,0.4837666156922715,1.8959779501837484,30.692588999179044,63.44503321143369
2023-04-13,7836,17758,589,2037,19433,9511,19,28,54538,25594,2544.28,0.4412659083230093,2.0432131216486176,28.73592724338993,65.12156661410393
2023-04-14,8142,17755,607,2003,19356,9743,18,30,54996,25897,2554.85,0.4585750492818924,1.9866570871394849,29.609426140082917,64.5683322423449
2023-04-17,8059,17501,592,1882,21968,12526,26,27,60054,25560,2596.11,0.4604879721158791,1.753792112406195,26.839178073067572,58.284210876877474
2023-04-18,8353,17500,621,1864,25762,16615,26,26,68230,25853,2615.62,0.4773142857142857,1.5505266325609388,24.4848307196248,51.29708339440129
2023-04-19,8368,17528,619,1709,27732,18572,21,27,72200,25896,2606.55,0.47740757644910997,1.493215593366358,23.18005540166205,48.554016620498615
2023-04-20,9355,16165,660,1624,28177,21367,23,26,75064,25520,2637.85,0.5787194556139809,1.3187157766649507,24.92539699456464,43.06991367366514
2023-04-21,9687,16618,652,1671,29882,22951,27,26,79138,26305,2639.95,0.5829221326272717,1.301991198640582,24.48128585508858,41.99752331370517
2023-04-24,9777,16680,641,1706,30116,23213,26,30,79786,26457,2635.43,0.5861510791366906,1.2973764700814199,24.5080590579801,41.81184668989547
2023-04-25,9080,16626,674,1799,31240,23694,27,29,80640,25706,2626.86,0.5461325634548297,1.318477251624884,22.51984126984127,41.235119047619044
2023-04-26,8727,17632,632,1866,32416,23511,27,28,82286,26359,2620.33,0.49495235934664245,1.3787588788226788,21.211384682692074,42.855406752059885
2023-04-27,8802,18269,633,1876,33449,23982,28,29,84502,27071,2646.18,0.4817997701023592,1.394754399132683,20.83264301436652,43.239213273058624
2023-04-28,7784,18402,601,1807,34594,23976,26,30,84756,26186,2634.94,0.42299750027170957,1.4428595261928596,18.368021143045922,43.42347444428713
2023-05-02,8046,18454,635,1799,34167,23759,27,29,84426,26500,2580.51,0.43600303457245043,1.4380655751504694,19.060478999360384,43.7163906853339
2023-05-03,7899,19659,627,1922,35535,23775,26,28,86868,27558,2532.42,0.401800701968564,1.4946372239747634,18.186213565409588,45.26177648846526
2023-05-04,8108,18458,627,1823,34858,24508,24,29,85932,26566,2524.51,0.43926752627586957,1.4223110820956422,18.870734999767258,42.959549411162314
2023-05-05,7782,17275,641,1688,33452,23959,24,27,82468,25057,2538.24,0.4504775687409551,1.3962185400058433,18.872774894504534,41.89503807537469
2023-05-08,8441,19246,638,1799,34649,23844,25,29,86180,27687,2527.59,0.43858464096435623,1.4531538332494547,19.589231840334183,44.66465537247621
2023-05-10,7886,16816,628,1623,32949,24019,23,32,81670,24702,2548.63,0.4689581351094196,1.3717890003747033,19.311864821844008,41.18035998530672
2023-05-11,8993,19957,618,2205,36066,25102,22,32,90118,28950,2595.12,0.4506188304855439,1.4367779459804,19.958276925808384,44.290818704365385
2023-05-12,8606,18938,607,2005,37164,26832,26,36,91540,27544,2565.17,0.4544302460661105,1.385062611806798,18.802709198164735,41.37644745466463
2023-05-15,8914,19522,647,1846,38818,28210,23,36,95464,28436,2611.07,0.45661305194139945,1.376036866359447,18.675102656498783,40.89918712813207
2023-05-16,7852,20566,679,1919,40776,28062,24,32,97256,28418,2633.71,0.38179519595448796,1.453068206115031,16.147075758822076,42.292506374928024
2023-05-17,7552,20476,701,1976,42723,29799,24,34,100550,28028,2634.48,0.3688220355538191,1.4337058290546663,15.021382396817504,40.72799602187966
2023-05-18,7180,19620,711,1851,44266,31826,24,34,102892,26800,2632.91,0.3659531090723751,1.3908753849054232,13.956381448509116,38.137075768767254
2023-05-19,6615,19607,676,1869,44441,31449,23,34,102112,26222,2626.16,0.3373795073188147,1.413113294540367,12.956361642118457,38.402930115951115
2023-05-22,6300,19571,664,1893,45234,31963,22,34,103068,25871,2633.26,0.3219048592304941,1.4151988236398336,12.224938875305623,37.97686963946133
2023-05-23,7039,19755,668,1923,41931,29215,28,31,97940,26794,2641.66,0.3563148569982283,1.4352558617148725,14.374106595875025,40.34102511741883
2023-05-24,8268,19538,1150,1852,40770,29500,26,30,98076,27806,2654.99,0.42317535059883304,1.3820338983050848,16.860393980178635,39.842571067335534
2023-05-25,8326,18809,1174,1755,41434,30951,29,29,99520,27135,2649.98,0.44266042851826254,1.3386966495428259,16.732315112540196,37.79943729903537
2023-05-26,9168,21233,1199,1824,41899,29834,28,34,102134,30401,2682.03,0.43178071869260115,1.404404370852048,17.952885425029862,41.57871032173419
2023-05-29,9688,22977,1098,1897,42318,29029,25,33,104012,32665,2732,0.42163903033468253,1.4577835957146301,18.628619774641386,44.181440603007346
2023-05-30,9103,22949,918,1884,42501,28655,28,31,103208,32052,2698.75,0.3966621639287115,1.483196649799337,17.64010541818464,44.47135880939462
2023-05-31,9591,22678,979,1896,42683,29596,25,29,104548,32269,2717.64,0.422920892494929,1.4421881335315583,18.34755327696369,43.38294371963117
2023-06-01,10267,23438,1012,2158,42909,29738,29,29,106352,33705,2721.73,0.43804932161447224,1.4429013383549667,19.307582367985557,44.076275011283286
2023-06-02,10701,23728,955,2144,43357,30330,31,28,108116,34429,2719.48,0.4509861766689144,1.4295087372238708,19.795404935439713,43.89359576750897
2023-06-05,10334,24679,906,2259,42896,28551,26,33,106460,35013,2694.14,0.4187365776571174,1.5024342404819446,19.413864362201767,46.36295322186737
2023-06-06,9331,22300,906,1877,43411,30442,28,30,105484,31631,2681.25,0.4184304932735426,1.4260232573418303,17.691782640021238,42.28129384551211
2023-06-07,9858,23502,841,2085,44815,31171,28,32,109346,33360,2694.69,0.41945366351799845,1.437714542363094,18.030837890732172,42.98648327327931
2023-06-08,10256,24630,802,2177,45401,31027,30,30,111314,34886,2709.69,0.41640276086073896,1.4632739227124762,18.42715202041073,44.253193668361575
2023-06-09,10486,26354,744,2391,47879,32011,30,37,116730,36840,2708.04,0.3978902633376338,1.4957046015432196,17.966246894542962,45.15377366572432
2023-06-13,11262,27842,721,2152,50960,34380,27,42,124444,39104,2757.28,0.40449680339056104,1.4822571262361839,18.099707498955354,44.746231236540126
2023-06-14,10420,29216,763,2244,56322,37526,19,41,133484,39636,2765.18,0.3566538882803943,1.5008793902893993,15.612358035419977,43.77453477570346
2023-06-15,5444,25523,550,2204,38581,18502,9,32,88050,30967,2800.17,0.213297809818595,2.085234028753648,12.365701306076094,57.97387847813742
2023-06-16,6620,31019,586,2708,44607,20208,14,41,102454,37639,2800.79,0.21341758277184952,2.2073931116389547,12.92287270384758,60.55205262849669
2023-06-19,8855,35686,635,3255,46000,19169,16,40,109710,44541,2815.07,0.24813652412710868,2.399707861651625,16.142557651991616,65.0551453832832
2023-06-20,7709,37985,557,3456,48793,18517,17,40,113004,45694,2803.69,0.20294853231538765,2.635038073121996,13.643764822484162,67.22770875367243
2023-06-21,8601,38985,708,3431,50137,19753,14,45,117476,47586,2819.3,0.22062331666025395,2.538196729610692,14.642990908781368,66.3710034390003
2023-06-22,7973,40145,650,3520,52492,20320,13,47,120930,48118,2815.83,0.1986050566695728,2.583267716535433,13.18614074257835,66.39378152650293
2023-06-23,7404,39169,595,3608,49564,17799,16,44,113936,46573,2795.06,0.18902703668717608,2.7846508230799483,12.996770116556663,68.75614380002808
2023-06-26,8905,32896,849,2910,49627,25636,19,43,117064,41801,2757.13,0.27070160505836577,1.9358324231549384,15.213900088840294,56.20173580263788
2023-06-27,9145,35926,964,2983,53335,26554,20,46,124960,45071,2776.63,0.2545510215442855,2.0085486179106726,14.636683738796416,57.49999999999999
2023-06-28,8207,38341,817,3156,55092,24958,20,42,126598,46548,2780.92,0.21405284160559193,2.2073884125330556,12.96544969114836,60.571257049874404
2023-06-29,9233,40329,797,3196,54205,23109,21,44,126876,49562,2796.41,0.22894195244117135,2.345622917478039,14.554368044389799,63.572306819256596
2023-06-30,9656,49069,739,3753,59595,20182,27,38,138502,58725,2797.37,0.1967841203203652,2.9528788028936677,13.943480960563747,70.85673853085154
2023-07-03,9586,52724,792,3912,62629,19491,29,37,144430,62310,2793.93,0.18181473332827555,3.213226617413165,13.274250501973276,73.009762514713
2023-07-04,9720,55571,747,4048,65121,19270,28,36,149682,65291,2808.22,0.17491137463785067,3.3793980280228335,12.98753357117088,74.2520810785532
2023-07-05,9528,59757,736,4360,69504,19275,27,39,158064,69285,2805,0.15944575530900146,3.6059143968871594,12.055876100819921,75.61114485271789
2023-07-06,10413,60936,710,4197,69960,19437,25,42,160746,71349,2819.6,0.17088420638046475,3.5993208828522922,12.955843380239632,75.8165055429062
2023-07-07,11005,61631,704,4200,70008,19382,27,40,162026,72636,2832.51,0.17856273628531097,3.612011144360747,13.584239566489329,76.07544468171776
2023-07-10,11241,62603,794,4016,70071,18709,27,41,162624,73844,2856.76,0.17956008497995304,3.745309743973489,13.82452774498229,76.99109602518693
2023-07-11,11491,62954,756,4047,69315,17852,25,40,161612,74445,2860.33,0.18253010134383835,3.882758234371499,14.22047867732594,77.90758112021385
2023-07-12,11783,66046,751,4187,69182,14919,28,42,161930,77829,2896.83,0.17840595948278473,4.637174073329311,14.553202000864571,81.57351942197246
2023-07-13,12277,62493,810,4023,64025,13809,23,42,152604,74770,2885.63,0.19645400284831901,4.636468969512637,16.09001074676942,81.90217818667925
2023-07-14,12632,62057,759,4017,62563,13138,29,38,150390,74689,2902.72,0.20355479639686094,4.761988126046583,16.798989294500963,82.52809362324622
2023-07-17,13247,61965,780,4078,60921,12203,29,41,148336,75212,2917.61,0.21378197369482774,4.992296976153405,17.860802502426925,83.54681264157048
2023-07-18,12827,59837,796,3876,58696,11686,29,40,143046,72664,2954.52,0.2143656934672527,5.022762279650864,17.934091131524124,83.66119989374047
2023-07-19,12737,59191,811,3926,57299,10845,27,40,140072,71928,2943.43,0.2151847409234512,5.283448593822038,18.186361299902906,84.51510651664859
2023-07-20,13433,60957,802,4292,57021,9497,27,37,140908,74390,2917.48,0.22036845645290942,6.0041065599663055,19.06634115877026,86.5202827376728
2023-07-21,13862,60863,848,4244,55510,8509,29,32,138744,74725,2923.54,0.22775742240770255,6.523680808555647,19.982125353168424,87.73424436372024
2023-07-24,14223,60302,956,4201,54655,8576,24,39,137756,74525,2937.47,0.23586282378693907,6.373017723880597,20.649554284386888,87.54899968059468
2023-07-25,13724,60074,928,4145,56003,9653,24,47,139454,73798,2975.36,0.2284515763891201,5.801616077903242,19.68247594188765,86.15600843288827
2023-07-26,14436,59577,963,4189,55646,10505,23,49,140164,74013,2970.42,0.24230827332695504,5.29709662065683,20.59872720527382,85.01041636939584
2023-07-27,14229,57523,867,3973,55505,12211,22,49,139468,71752,2987.85,0.24736192479529928,4.54549176971583,20.404680643588495,82.4891731436602
2023-07-28,13928,56659,773,3815,54058,11327,22,48,135972,70587,3008.61,0.2458214934961789,4.772490509402313,20.486570764569176,83.33921689759657
2023-07-31,14800,53324,868,3571,51072,12548,22,49,131744,68124,3073.5,0.27754857099992497,4.070130698119222,22.467816371144036,80.95093514695166
2023-08-01,16305,50585,946,3396,48633,14353,20,48,129876,66890,3093.64,0.322328753583078,3.388350867414478,25.108565092857805,77.89737903846746
2023-08-02,15741,49858,888,3397,45549,11432,19,47,122580,65599,3106.46,0.3157166352440932,3.9843421973407978,25.682819383259915,81.34769130363844
2023-08-03,15673,51467,856,3507,46925,11131,17,47,125196,67140,3147.8,0.30452522975887464,4.215703890036834,25.037541135499534,82.2182817342407
2023-08-04,15666,53362,925,3766,47712,10016,25,48,126756,69028,3092.44,0.29357970091076047,4.763578274760383,24.718356527501655,84.19640884849633
2023-08-07,14531,56818,885,4164,52682,10395,22,48,134426,71349,3084.08,0.25574641838853884,5.068013468013468,21.619329593977355,84.53424188773006
2023-08-08,14705,58512,915,4099,53567,9760,25,42,136544,73217,3085.31,0.2513159693738037,5.488422131147541,21.538844621513945,85.70424185610499
2023-08-09,15046,60427,926,4143,55151,9770,28,42,140394,75473,3099.52,0.2489946547073328,5.644933469805527,21.433964414433664,86.08202629742013
2023-08-10,16311,57002,1088,3910,50420,9729,25,43,133462,73313,3148.86,0.28614785446124696,5.1824442388734715,24.442912589351277,85.42056915076951
2023-08-11,16024,57036,1037,3795,50850,9838,29,47,133748,73060,3155.51,0.2809453678378568,5.168733482415125,23.96147979782875,85.28875198133804
2023-08-14,13877,55330,864,3522,49950,8497,29,42,127654,69207,3131,0.2508042653171878,5.878545368953748,21.74158271577859,86.68745201873816
2023-08-15,13391,55746,847,4012,52624,10269,23,48,132030,69137,3115.25,0.24021454454131239,5.124549615347162,20.28478376126638,84.44444444444444
2023-08-16,15188,52165,984,3928,48134,11157,26,46,126644,67353,3049.46,0.29115307198313045,4.314242179797437,23.985344745901898,82.38053125296105
2023-08-17,15538,52896,1012,4212,48622,11264,26,50,128320,68434,3059.02,0.29374621899576525,4.316583806818182,24.217581047381547,82.44389027431421
2023-08-18,15174,52269,993,3837,48443,11348,19,53,127234,67443,3111.22,0.2903059174654193,4.268857948537187,23.852115000707357,82.16200072307717
2023-08-21,16188,51407,1072,3847,46906,11687,28,47,126188,67595,3139.93,0.3148987491975801,4.013519294943099,25.65695628744413,81.47684407392146
2023-08-22,16652,53476,1045,3982,49657,12833,32,48,132618,70128,3164.25,0.3113920263295684,3.8694771292760852,25.112729795352063,80.6466693812303
2023-08-23,16745,55082,1055,4372,53877,15540,32,55,141244,71827,3146.2,0.30400130714207907,3.466988416988417,23.710741695222453,77.99552547364844
2023-08-24,17844,56993,1121,4523,55522,16373,30,54,146732,74837,3137.37,0.3130910813608689,3.391070665119404,24.321892974947524,77.68312297249406
2023-08-25,18963,57277,1168,4446,54277,15963,33,52,146480,76240,3157.33,0.33107530073153274,3.400175405625509,25.89158929546696,78.20453304205353
