date,asset,type,total_oi,fiz_oi,yur_oi,fiz_share,yur_share,long_fiz,short_fiz,long_jur,short_jur,Open,High,Low,Close,Volume,contract
2026-07-06,ALRS,futures,227264.0,133035.0,94229.0,58.54,41.46,99530.0,33505.0,14102.0,80127.0,2103.0,2151.0,1943.0,2020.0,147698.0,ALRS-9.26
2026-07-06,GAZR,futures,1141836.0,479420.0,662416.0,41.99,58.01,405999.0,73421.0,164919.0,497497.0,9986.0,10128.0,9749.0,9758.0,317429.0,GAZR-9.26
2026-07-06,GMKN,futures,590572.0,381119.0,209453.0,64.53,35.47,230520.0,150599.0,64766.0,144687.0,1268.0,1286.0,1236.0,1241.0,259579.0,GMKN-9.26
2026-07-06,LKOH,futures,57322.0,22597.0,34725.0,39.42,60.58,12116.0,10481.0,16545.0,18180.0,43863.0,44500.0,43269.0,44051.0,31982.0,LKOH-9.26
2026-07-06,MGNT,futures,252512.0,153992.0,98520.0,60.98,39.02,115166.0,38826.0,11090.0,87430.0,1855.0,1910.0,1800.0,1816.0,98711.0,MGNT-9.26
2026-07-06,MIX,futures,481692.0,348984.0,132708.0,72.45,27.55,237858.0,111126.0,2988.0,129720.0,221225.0,224575.0,214625.0,217850.0,384283.0,MIX-9.26
2026-07-06,NVTK,futures,198104.0,63798.0,134306.0,32.2,67.8,52664.0,11134.0,46388.0,87918.0,9528.0,9736.0,9169.0,9269.0,49590.0,NVTK-9.26
2026-07-06,PLZL,futures,30132.0,9074.0,21058.0,30.11,69.89,7123.0,1951.0,7943.0,13115.0,,,,,,PLZL-9.26
2026-07-06,ROSN,futures,47684.0,26517.0,21167.0,55.61,44.39,19038.0,7479.0,4804.0,16363.0,31453.0,31781.0,30400.0,30658.0,29016.0,ROSN-9.26
2026-07-06,SBRF,futures,1198348.0,264862.0,933486.0,22.1,77.9,134545.0,130317.0,464629.0,468857.0,27674.0,28104.0,26917.0,27383.0,238544.0,SBRF-9.26
2026-07-06,VTBR,futures,1136458.0,563062.0,573396.0,49.55,50.45,510081.0,52981.0,58148.0,515248.0,88390.0,89440.0,86510.0,89010.0,113098.0,VTBR-9.26
2026-07-06,YDEX,futures,624900.0,338635.0,286265.0,54.19,45.81,311582.0,27053.0,868.0,285397.0,3580.0,3597.0,3458.0,3510.0,140361.0,YDEX-9.26
2026-07-07,ALRS,futures,219898.0,121802.0,98096.0,55.39,44.61,98051.0,23751.0,11898.0,86198.0,2007.0,2040.0,1932.0,2031.0,152425.0,ALRS-9.26
2026-07-07,GAZR,futures,1182938.0,493098.0,689840.0,41.68,58.32,421646.0,71452.0,169823.0,520017.0,9660.0,9759.0,9412.0,9714.0,432153.0,GAZR-9.26
