date,close,open,high,low,value,capitalization,divisor
2013-12-26,1501.47,1501.1,1506.74,1499.17,12027701517.0,6784786482365.16,4518760150.0954
2013-12-27,1494.83,1501.83,1504.99,1494.33,16645779757.0,6754782477264.45,4518760150.0954
2013-12-30,1504.08,1496.27,1504.85,1492.08,18692424302.0,6796555430941.05,4518760150.0954
2014-01-06,1466.15,1504.14,1504.33,1464.97,16900288729.0,6625173892374.47,4518760150.0954
2014-01-08,1462.67,1465.99,1470.25,1460.41,16027383642.0,6609448818656.81,4518760150.0954
2014-01-09,1465.14,1462.67,1470.65,1460.81,20056121954.0,6620605693214.79,4518760150.0954
2014-01-10,1469.19,1465.74,1470.73,1454.75,29274890126.0,6638937730227.75,4518760150.0954
2014-01-13,1477.56,1469.19,1482.45,1466.51,29596729994.0,6676748095453.91,4518760150.0954
2014-01-14,1469.64,1477.59,1477.59,1453.85,31230659415.0,6640929567516.84,4518760150.0954
2014-01-15,1486.51,1469.76,1487.83,1469.76,34589305532.0,6717172857420.66,4518760150.0954
2014-01-16,1480.73,1486.37,1492.58,1478.45,30825694232.0,6691061771394.78,4518760150.0954
2014-01-17,1486.88,1480.63,1495.05,1475.23,31481520592.0,6718875897162.79,4518760150.0954
2014-01-20,1495.36,1485.75,1498.37,1483.25,23823923486.0,6757186472436.97,4518760150.0954
2014-01-21,1504.68,1495.92,1507.16,1495.92,32920294237.0,6799284158226.5,4518760150.0954
2014-01-22,1498.73,1503.6,1505.31,1490.29,42599578316.0,6772398576733.01,4518760150.0954
2014-01-23,1496.9,1498.73,1511.7,1495.9,36924425267.0,6764117371006.31,4518760150.0954
2014-01-24,1494.58,1496.9,1497.76,1483.66,50458895946.0,6753656897584.12,4518760150.0954
2014-01-27,1478.23,1494.18,1495.27,1476.06,46236717540.0,6679778985162.68,4518760150.0954
2014-01-28,1469.57,1477.91,1486.09,1467.97,39833254664.0,6640641112572.32,4518760150.0954
2014-01-29,1462.99,1468.35,1494.47,1459.87,51738292137.0,6610895814959.34,4518760150.0954
2014-01-30,1463.2,1463.05,1473.45,1444.39,52406677076.0,6611867456585.14,4518760150.0954
2014-01-31,1454.45,1463.6,1470.6,1448.36,42264412210.0,6572288145619.16,4518760150.0954
2014-02-03,1442.84,1453.55,1463.54,1442.06,32778141805.0,6519832488467.28,4518760150.0954
2014-02-04,1441.16,1442.52,1442.62,1426.29,35953638357.0,6512272054606.52,4518760150.0954
2014-02-05,1456.0,1442.02,1460.75,1437.54,32228865284.0,6579331312028.14,4518760150.0954
2014-02-06,1466.7,1456.0,1469.18,1454.43,28543620476.0,6627643963674.28,4518760150.0954
2014-02-07,1478.48,1465.18,1480.6,1463.96,30965604738.0,6680912015993.77,4518760150.0954
2014-02-10,1476.28,1478.22,1485.32,1475.63,23411705634.0,6670964389448.68,4518760150.0954
2014-02-11,1483.57,1475.83,1488.95,1473.3,26102602445.0,6703911304195.46,4518760150.0954
2014-02-12,1496.03,1484.42,1498.62,1484.42,28049253757.0,6760181248195.49,4518760150.0954
2014-02-13,1478.62,1496.07,1498.08,1475.41,28254359873.0,6681522380349.98,4518760150.0954
2014-02-14,1496.18,1478.77,1497.94,1478.77,30474527752.0,6760860627364.86,4518760150.0954
2014-02-17,1507.49,1494.38,1515.3,1494.32,28079463718.0,6811974669465.99,4518760150.0954
2014-02-18,1504.24,1507.81,1518.13,1500.39,29676093042.0,6797294103702.05,4518760150.0954
2014-02-19,1485.6,1504.02,1507.97,1482.02,42334867727.0,6713049431458.63,4518760150.0954
2014-02-20,1480.99,1485.48,1485.48,1467.52,33694582444.0,6692226645209.17,4518760150.0954
2014-02-21,1487.64,1481.85,1492.45,1481.85,23318948666.0,6722299765206.86,4518760150.0954
2014-02-24,1489.01,1487.51,1491.78,1480.03,19772900486.0,6728494318967.82,4518760150.0954
2014-02-25,1478.64,1489.59,1495.13,1472.43,28414020573.0,6681627919553.17,4518760150.0954
2014-02-26,1469.51,1478.9,1486.11,1465.16,35931158697.0,6640375119834.58,4518760150.0954
2014-02-27,1448.7,1469.93,1476.26,1431.6,52734826934.0,6546315754008.96,4518760150.0954
2014-02-28,1444.71,1448.78,1456.45,1429.25,49924435497.0,6528292455906.17,4518760150.0954
2014-03-03,1288.81,1438.02,1438.02,1261.76,114796601349.0,5823828463583.0,4518760150.0954
2014-03-04,1356.54,1288.78,1365.23,1288.78,93980994812.0,6129884003505.98,4518760150.0954
2014-03-05,1351.11,1356.27,1364.25,1330.61,51458666467.0,6105334943233.16,4518760150.0954
2014-03-06,1337.98,1351.5,1370.56,1301.96,73730707234.0,6046009340205.84,4518760150.0954
2014-03-07,1339.36,1337.5,1359.45,1322.08,49801950288.0,6052243139535.0,4518760150.0954
2014-03-11,1308.7,1338.5,1338.5,1304.35,43995018689.0,5913717763875.92,4518760150.0954
2014-03-12,1274.21,1307.08,1307.08,1271.74,51965497616.0,5757844999526.41,4518760150.0954
2014-03-13,1248.56,1274.24,1285.93,1247.7,57982552741.0,5641928130119.77,4518760150.0954
2014-03-14,1237.43,1248.29,1248.29,1182.86,82550968523.0,5591642348039.34,4518760150.0954
2014-03-17,1283.7,1237.52,1288.34,1237.52,92131298659.0,5800723220087.94,4518760150.0954
2014-03-18,1335.86,1285.53,1340.16,1278.76,71329119457.0,6028588803762.97,4512891869.8906
2014-03-19,1319.02,1335.84,1352.68,1312.5,63037171113.0,5952616641071.3,4512891869.8906
2014-03-20,1320.5,1316.67,1325.61,1302.68,42677768542.0,5959265927009.26,4512891869.8906
2014-03-21,1307.34,1320.12,1320.12,1270.55,61637716793.0,5899888911310.75,4512891869.8906
2014-03-24,1297.91,1307.34,1332.95,1297.76,42746229557.0,5857314786935.03,4512891869.8906
2014-03-25,1324.44,1297.9,1332.86,1288.97,52552458215.0,5977065880957.69,4512891869.8906
2014-03-26,1349.39,1324.51,1359.88,1324.51,58117795576.0,6089637858620.78,4512891869.8906
2014-03-27,1331.93,1347.83,1351.71,1321.19,44862038717.0,6010855369688.88,4512891869.8906
2014-03-28,1344.12,1333.01,1353.88,1330.46,38623558833.0,6065875882427.22,4512891869.8906
2014-03-31,1369.29,1344.15,1369.29,1343.27,44009638604.0,6179463807710.16,4512891869.8906
2014-04-01,1375.73,1369.32,1378.55,1359.58,43677890257.0,6208536027847.57,4512891869.8906
2014-04-02,1373.33,1375.97,1379.88,1358.46,40080119279.0,6197668222328.88,4512891869.8906
2014-04-03,1366.04,1373.57,1382.08,1360.49,34651168726.0,6164793577709.44,4512891869.8906
2014-04-04,1382.41,1366.43,1388.0,1361.61,38443658067.0,6238689295350.17,4512891869.8906
2014-04-07,1349.79,1380.15,1380.15,1334.86,56297711554.0,6091442840949.02,4512891869.8906
2014-04-08,1352.33,1349.85,1352.45,1334.63,43914354331.0,6102913697350.04,4512891869.8906
2014-04-09,1348.85,1353.18,1355.77,1337.98,39501266590.0,6087224444759.78,4512891869.8906
2014-04-10,1367.71,1348.77,1367.88,1348.21,41994459771.0,6172313465380.59,4512891869.8906
2014-04-11,1362.4,1367.65,1371.12,1346.03,39574923084.0,6148351636277.17,4512891869.8906
2014-04-14,1344.86,1362.04,1362.1,1336.98,43507706220.0,6069228590823.25,4512891869.8906
2014-04-15,1311.01,1344.18,1347.88,1308.86,41391606206.0,5916441807070.59,4512891869.8906
2014-04-16,1322.6,1310.98,1326.2,1300.75,50484601503.0,5968765031280.63,4512891869.8906
2014-04-17,1329.67,1322.67,1336.24,1310.92,35896730364.0,6000643737340.84,4512891869.8906
2014-04-18,1356.54,1330.57,1362.46,1330.57,28168831213.0,6121921846173.7,4512891869.8906
2014-04-21,1345.04,1356.48,1359.21,1342.38,20143790154.0,6070018652688.34,4512891869.8906
2014-04-22,1335.62,1345.0,1345.19,1327.04,33034264906.0,6027523215012.79,4512891869.8906
2014-04-23,1329.11,1335.65,1335.65,1324.21,29810475925.0,5998148584666.36,4512891869.8906
2014-04-24,1300.54,1329.1,1334.32,1289.85,49874818331.0,5869213270469.87,4512891869.8906
2014-04-25,1280.12,1300.53,1300.53,1277.92,48263358097.0,5777021587045.82,4512891869.8906
2014-04-28,1299.13,1278.12,1302.13,1260.39,57728932367.0,5862821903664.09,4512891869.8906
2014-04-29,1304.78,1300.83,1318.36,1298.66,37894446155.0,5888312932476.85,4512891869.8906
2014-04-30,1306.01,1304.76,1309.53,1296.24,27633273026.0,5893886572573.4,4512891869.8906
2014-05-02,1304.84,1304.93,1306.44,1292.08,15722736384.0,5888602685233.59,4512891869.8906
2014-05-05,1298.29,1302.99,1306.43,1289.8,15961246766.0,5859059128841.26,4512891869.8906
2014-05-06,1318.57,1299.07,1321.49,1299.07,30132972425.0,5950560126704.6,4512891869.8906
2014-05-07,1363.48,1316.74,1379.42,1312.62,59698326165.0,6153252744551.48,4512891869.8906
2014-05-08,1371.42,1364.29,1383.84,1355.34,53087912546.0,6189079360174.49,4512891869.8906
2014-05-12,1375.31,1372.09,1383.99,1362.93,37536188802.0,6206616741510.79,4512891869.8906
2014-05-13,1385.29,1375.56,1395.22,1375.56,44141421463.0,6251663421584.08,4512891869.8906
2014-05-14,1389.11,1385.27,1389.21,1378.39,33917167205.0,6268899674061.04,4512891869.8906
2014-05-15,1381.99,1388.68,1399.52,1381.2,40174867065.0,6236749086261.66,4512891869.8906
2014-05-16,1392.3,1381.44,1392.3,1374.24,33229737990.0,6283300202848.35,4512891869.8906
2014-05-19,1413.85,1392.51,1418.88,1392.42,42083062698.0,6380542882911.45,4512891869.8906
2014-05-20,1425.58,1413.86,1426.1,1406.85,49706788626.0,6433495178369.2,4512891869.8906
2014-05-21,1439.9,1425.57,1441.93,1415.28,60826079053.0,6498105962652.63,4512891869.8906
2014-05-22,1430.54,1440.79,1446.72,1420.49,33777890007.0,6455879628232.35,4512891869.8906
2014-05-23,1438.98,1430.54,1440.8,1422.07,36655049047.0,6493942313867.34,4512891869.8906
2014-05-26,1449.36,1439.15,1456.7,1438.31,26221929164.0,6540817792614.86,4512891869.8906
2014-05-27,1417.32,1449.38,1449.57,1410.07,45006497893.0,6396191439355.49,4512891869.8906
2014-05-28,1425.95,1417.38,1429.84,1408.77,33227619823.0,6435147309580.12,4512891869.8906
2014-05-29,1447.39,1426.69,1449.63,1426.69,36824096831.0,6531895680128.31,4512891869.8906
2014-05-30,1432.03,1447.76,1450.76,1432.03,36441485124.0,6462598703967.45,4512891869.8906
2014-06-02,1464.47,1432.67,1475.11,1432.67,41085413396.0,6609016069981.55,4512891869.8906
2014-06-03,1472.83,1463.62,1472.83,1449.78,35421804972.0,6646720165499.53,4512891869.8906
2014-06-04,1475.79,1472.06,1482.68,1466.02,32306371771.0,6660072041624.13,4512891869.8906
2014-06-05,1470.7,1476.06,1483.88,1465.87,36330897151.0,6637107968872.48,4512891869.8906
2014-06-06,1484.94,1470.73,1486.59,1457.67,38599777176.0,6701382403709.4,4512891869.8906
2014-06-09,1485.39,1485.27,1497.96,1484.27,26374925321.0,6703389584499.5,4512891869.8906
2014-06-10,1490.81,1485.24,1490.81,1475.97,29430518122.0,6727878661888.41,4512891869.8906
2014-06-11,1501.18,1490.8,1501.18,1487.42,28766800825.0,6774671182337.95,4512891869.8906
2014-06-16,1493.93,1501.17,1501.17,1467.09,64386743439.0,6741944936994.55,4512891869.8906
2014-06-17,1486.38,1494.08,1501.62,1479.97,31469206875.0,6701603836493.8,4508662235.7023
2014-06-18,1494.28,1486.47,1500.39,1484.51,33911920376.0,6737184533664.86,4508662235.7023
2014-06-19,1495.09,1494.99,1508.95,1493.52,33365816577.0,6740873879562.54,4508662235.7023
2014-06-20,1486.3,1494.87,1496.0,1480.97,33968939809.0,6701221459653.83,4508662235.7023
2014-06-23,1486.3,1486.33,1498.9,1478.63,27991633367.0,6701205950859.68,4508662235.7023
2014-06-24,1518.83,1487.1,1519.09,1487.1,47131621979.0,6847889490714.55,4508662235.7023
2014-06-25,1481.95,1517.62,1517.62,1479.28,39009853271.0,6681597356223.42,4508662235.7023
2014-06-26,1473.18,1482.13,1489.68,1465.15,33389595355.0,6642085990560.66,4508662235.7023
2014-06-27,1477.32,1473.31,1481.29,1467.94,24506324520.0,6660748008656.28,4508662235.7023
2014-06-30,1476.38,1477.29,1478.43,1460.38,25738557239.0,6656518301188.77,4508662235.7023
2014-07-01,1482.92,1476.28,1483.23,1461.45,24341254952.0,6685963285418.53,4508662235.7023
2014-07-02,1514.33,1482.91,1514.33,1482.84,34698039203.0,6827605376473.82,4508662235.7023
2014-07-03,1514.47,1514.66,1522.21,1510.66,29541346787.0,6828240267478.4,4508662235.7023
2014-07-04,1489.53,1515.53,1516.36,1485.52,25432309583.0,6715772755003.5,4508662235.7023
2014-07-07,1513.72,1489.55,1518.05,1484.27,26447591867.0,6824843528813.94,4508662235.7023
2014-07-08,1516.75,1513.76,1532.08,1512.68,36406962321.0,6838516742220.45,4508662235.7023
2014-07-09,1513.38,1516.29,1518.6,1496.79,28433619876.0,6823335238301.22,4508662235.7023
2014-07-10,1494.92,1513.37,1521.88,1480.26,40593712934.0,6740109174597.83,4508662235.7023
2014-07-11,1499.82,1495.01,1502.23,1488.84,27280591834.0,6762191289526.07,4508662235.7023
2014-07-14,1483.41,1500.29,1502.68,1482.63,25874350380.0,6688204369898.62,4508662235.7023
2014-07-15,1475.77,1482.23,1487.49,1471.95,31348119170.0,6653730932218.92,4508662235.7023
2014-07-16,1474.72,1475.68,1482.6,1459.08,31471423221.0,6649014803543.48,4508662235.7023
2014-07-17,1440.63,1470.83,1470.83,1429.08,46983315494.0,6495297231665.95,4508662235.7023
2014-07-18,1422.53,1440.54,1440.54,1410.48,40033266979.0,6413710020809.31,4508662235.7023
2014-07-21,1384.5,1422.53,1424.64,1384.5,39527909818.0,6242240077462.93,4508662235.7023
2014-07-22,1405.97,1386.14,1414.21,1386.14,35820774896.0,6339040079280.09,4508662235.7023
2014-07-23,1406.58,1406.5,1421.56,1395.74,29647055743.0,6341809496909.95,4508662235.7023
2014-07-24,1408.8,1405.58,1410.75,1394.04,25372742027.0,6351783470052.68,4508662235.7023
2014-07-25,1388.41,1408.19,1408.19,1386.14,29628586311.0,6259875281029.59,4508662235.7023
2014-07-28,1361.94,1387.12,1387.14,1357.03,30461885017.0,6140507803885.11,4508662235.7023
2014-07-29,1369.83,1361.22,1380.29,1356.62,35280719684.0,6176106230122.06,4508662235.7023
2014-07-30,1382.14,1368.72,1403.6,1359.65,40179117327.0,6231580896817.33,4508662235.7023
2014-07-31,1379.61,1383.04,1399.12,1376.48,29121177754.0,6220179585134.02,4508662235.7023
2014-08-01,1374.83,1378.03,1378.1,1358.11,33134471815.0,6198666221991.83,4508662235.7023
2014-08-04,1378.98,1375.73,1386.43,1365.01,26195753576.0,6217358216917.08,4508662235.7023
2014-08-05,1357.89,1379.5,1383.36,1356.2,26258554225.0,6122263369324.38,4508662235.7023
2014-08-06,1334.66,1357.33,1362.22,1333.37,44555802086.0,6017513533119.65,4508662235.7023
2014-08-07,1333.53,1333.39,1340.84,1306.8,46389687389.0,6012422895099.08,4508662235.7023
2014-08-08,1348.21,1332.26,1360.49,1329.1,34479528820.0,6078629580593.59,4508662235.7023
2014-08-11,1372.45,1350.42,1379.22,1350.42,31225367926.0,6187929554027.43,4508662235.7023
2014-08-12,1374.19,1372.94,1386.2,1368.1,30027011620.0,6195754643005.9,4508662235.7023
2014-08-13,1398.85,1373.64,1402.38,1373.27,33763586053.0,6306941447520.57,4508662235.7023
2014-08-14,1407.53,1399.07,1412.88,1391.65,32917275901.0,6346061682927.05,4508662235.7023
2014-08-15,1417.82,1407.57,1425.76,1400.7,26772144978.0,6392466871442.37,4508662235.7023
2014-08-18,1425.18,1418.05,1427.95,1415.35,18156608193.0,6425664882271.03,4508662235.7023
2014-08-19,1437.6,1425.18,1441.42,1425.18,25673186641.0,6481651396810.93,4508662235.7023
2014-08-20,1447.5,1437.58,1447.5,1432.63,25728795150.0,6526296901006.62,4508662235.7023
2014-08-21,1461.75,1447.12,1469.44,1445.48,28439597629.0,6590528216157.51,4508662235.7023
2014-08-22,1446.6,1461.79,1463.71,1434.09,28861993115.0,6522253115433.8,4508662235.7023
2014-08-25,1454.67,1446.86,1456.72,1446.09,17577741392.0,6558630723741.41,4508662235.7023
2014-08-26,1443.32,1454.47,1460.0,1441.42,19706721633.0,6507455779142.91,4508662235.7023
2014-08-27,1447.91,1444.28,1454.96,1444.28,19549941365.0,6528156723375.32,4508662235.7023
2014-08-28,1423.78,1447.54,1447.76,1414.18,43849484690.0,6419337314027.56,4508662235.7023
2014-08-29,1400.71,1423.56,1428.72,1400.44,34660154972.0,6315320939623.29,4508662235.7023
2014-09-01,1392.4,1401.34,1419.9,1389.77,34518068575.0,6277859256745.77,4508662235.7023
2014-09-02,1400.35,1392.27,1401.68,1386.31,20818865093.0,6313723045613.47,4508662235.7023
2014-09-03,1449.29,1400.44,1452.92,1400.44,56947742576.0,6534374903303.01,4508662235.7023
2014-09-04,1457.34,1449.51,1462.03,1439.38,34234449476.0,6570639817053.64,4508662235.7023
2014-09-05,1474.71,1456.0,1481.15,1446.95,37451362820.0,6648981302593.65,4508662235.7023
2014-09-08,1464.76,1474.38,1478.26,1460.85,26433491805.0,6604117625006.14,4508662235.7023
2014-09-09,1468.17,1465.13,1479.64,1465.13,22936789195.0,6619470791030.01,4508662235.7023
2014-09-10,1468.55,1466.99,1472.23,1456.21,19594281049.0,6621186609667.49,4508662235.7023
2014-09-11,1449.63,1469.4,1479.05,1449.1,30806370159.0,6535893707699.45,4508662235.7023
2014-09-12,1458.52,1449.4,1470.49,1440.23,30540111711.0,6575983608620.8,4508662235.7023
2014-09-15,1454.19,1457.87,1466.43,1441.26,36468665661.0,6556462216365.1,4508662235.7023
2014-09-16,1477.31,1454.13,1483.66,1451.21,34534659889.0,7036330612381.47,4762945825.5921
2014-09-17,1449.37,1477.09,1477.09,1437.73,43639537600.0,6903283783164.72,4762945825.5921
2014-09-18,1448.63,1449.37,1460.13,1443.75,26613627505.0,6899755307298.78,4762945825.5921
2014-09-19,1431.58,1448.19,1454.16,1423.44,41661321148.0,6818524090027.49,4762945825.5921
2014-09-22,1412.83,1431.12,1436.21,1412.83,24222806047.0,6729253251808.7,4762945825.5921
2014-09-23,1429.45,1413.57,1432.37,1413.49,25653683539.0,6808383919755.99,4762945825.5921
2014-09-24,1441.83,1429.97,1447.44,1429.97,27112532783.0,6867366819129.17,4762945825.5921
2014-09-25,1436.05,1443.03,1454.26,1435.31,28583336065.0,6839831101805.79,4762945825.5921
2014-09-26,1434.2,1435.09,1440.87,1424.43,27264278974.0,6831034651115.65,4762945825.5921
2014-09-29,1408.28,1434.99,1444.93,1405.94,28044716283.0,6707575394332.58,4762945825.5921
2014-09-30,1411.07,1409.07,1428.09,1402.3,34379151559.0,6720840508908.77,4762945825.5921
2014-10-01,1399.99,1410.33,1421.66,1399.61,28794881658.0,6668068081308.39,4762945825.5921
2014-10-02,1376.35,1399.21,1400.79,1372.43,33543753262.0,6555471164887.63,4762945825.5921
2014-10-03,1384.66,1377.65,1397.2,1375.66,27442688141.0,6595079716841.19,4762945825.5921
2014-10-06,1418.15,1385.97,1424.35,1385.95,30502201300.0,6754549167595.34,4762945825.5921
2014-10-07,1403.48,1418.15,1421.85,1399.51,25197385593.0,6684706324301.1,4762945825.5921
2014-10-08,1379.76,1403.56,1403.56,1379.76,30130451650.0,6571737224403.43,4762945825.5921
2014-10-09,1384.33,1379.89,1405.38,1379.89,31671675951.0,6593503977121.9,4762945825.5921
2014-10-10,1364.24,1382.17,1382.17,1359.4,33138650374.0,6497817528157.25,4762945825.5921
2014-10-13,1383.93,1364.11,1393.63,1358.01,28526206652.0,6591571361858.19,4762945825.5921
2014-10-14,1394.16,1383.69,1408.56,1383.63,28680729591.0,6640328773107.47,4762945825.5921
2014-10-15,1377.09,1393.66,1394.83,1374.51,27114234624.0,6558982824285.59,4762945825.5921
2014-10-16,1360.33,1377.43,1393.4,1354.6,39682859305.0,6479176294127.58,4762945825.5921
2014-10-17,1384.72,1362.06,1391.07,1362.06,30556742952.0,6595327058133.82,4762945825.5921
2014-10-20,1376.36,1385.26,1395.92,1369.98,28265801696.0,6555534236071.2,4762945825.5921
2014-10-21,1383.35,1375.82,1389.82,1361.53,30231469878.0,6588798808899.45,4762945825.5921
2014-10-22,1374.19,1384.16,1392.42,1371.38,30095399433.0,6545191253507.0,4762945825.5921
2014-10-23,1372.92,1373.43,1377.96,1355.24,34303057213.0,6539157633106.31,4762945825.5921
2014-10-24,1380.39,1372.4,1381.83,1363.55,20593290051.0,6574701577564.08,4762945825.5921
2014-10-27,1394.27,1381.95,1404.07,1381.95,29726383684.0,6640819844331.66,4762945825.5921
2014-10-28,1415.51,1394.75,1422.75,1394.24,30758815931.0,6742013517872.06,4762945825.5921
2014-10-29,1439.58,1415.53,1441.98,1411.0,36586717584.0,6856662513241.23,4762945825.5921
2014-10-30,1452.89,1438.8,1456.88,1428.36,49073324158.0,6920053939430.49,4762945825.5921
2014-10-31,1488.47,1453.89,1488.47,1453.89,51863127433.0,7089520800994.4,4762945825.5921
2014-11-03,1491.19,1488.15,1495.86,1477.06,17481520523.0,7102462053889.69,4762945825.5921
2014-11-05,1495.26,1490.66,1496.19,1471.25,35993706175.0,7121819234260.93,4762945825.5921
2014-11-06,1497.46,1495.47,1521.14,1490.66,40485840607.0,7132315424108.46,4762945825.5921
2014-11-07,1497.11,1496.51,1526.08,1486.37,62435787319.0,7130652967630.07,4762945825.5921
2014-11-10,1515.36,1498.62,1518.73,1498.59,36072189835.0,7217582952688.41,4762945825.5921
2014-11-11,1514.78,1515.08,1531.92,1511.53,38459111229.0,7214829498289.61,4762945825.5921
2014-11-12,1513.83,1514.85,1524.72,1507.45,34100235041.0,7210271305547.86,4762945825.5921
2014-11-13,1492.27,1514.19,1522.87,1492.27,39369641894.0,7107618216442.59,4762945825.5921
2014-11-14,1500.76,1491.75,1507.93,1481.97,34296102848.0,7148016471313.82,4762945825.5921
2014-11-17,1507.1,1500.69,1512.61,1494.81,25778674454.0,7178242599235.5,4762945825.5921
2014-11-18,1519.61,1506.78,1524.8,1495.09,37626778528.0,7237803241252.88,4762945825.5921
2014-11-19,1517.97,1519.69,1524.1,1513.68,31482266937.0,7230003229613.9,4762945825.5921
2014-11-20,1530.4,1518.1,1535.97,1517.28,34907988979.0,7289202234493.41,4762945825.5921
2014-11-21,1538.93,1530.46,1541.52,1515.01,36353481324.0,7329822620329.37,4762945825.5921
2014-11-24,1529.54,1539.95,1541.75,1521.83,31750458256.0,7285128652947.91,4762945825.5921
2014-11-25,1529.57,1529.62,1537.65,1516.18,27545836432.0,7285244990377.67,4762945825.5921
2014-11-26,1537.43,1528.83,1537.43,1522.5,30877259958.0,7322717397660.45,4762945825.5921
2014-11-27,1531.69,1537.0,1548.17,1528.06,39939357345.0,7295336331196.54,4762945825.5921
2014-11-28,1533.68,1531.34,1540.07,1518.45,45610410708.0,7304816361041.94,4762945825.5921
2014-12-01,1578.38,1532.89,1598.19,1525.35,62166248251.0,7517749945811.61,4762945825.5921
2014-12-02,1583.12,1578.4,1596.96,1555.89,46843420167.0,7540317495902.56,4762945825.5921
2014-12-03,1606.84,1583.62,1608.92,1578.93,47389306057.0,7653293169132.22,4762945825.5921
2014-12-04,1582.08,1606.75,1623.02,1577.7,59378086980.0,7535377974526.13,4762945825.5921
2014-12-05,1529.2,1581.89,1586.6,1528.65,44052547228.0,7283478688046.0,4762945825.5921
2014-12-08,1481.27,1529.73,1551.66,1476.02,46772419082.0,7055222590397.55,4762945825.5921
2014-12-09,1475.22,1481.49,1490.27,1459.77,43732135318.0,7026377302115.53,4762945825.5921
2014-12-10,1486.85,1475.93,1514.63,1475.93,42337397882.0,7081796065851.96,4762945825.5921
2014-12-11,1455.04,1486.89,1494.07,1442.79,50594982820.0,6930276348649.18,4762945825.5921
2014-12-12,1459.68,1453.8,1488.4,1413.04,51200831401.0,6952391085611.55,4762945825.5921
2014-12-15,1424.99,1459.25,1483.38,1402.83,68027939909.0,6787127409924.95,4762945825.5921
2014-12-16,1444.32,1424.72,1484.06,1309.6,100830509677.0,6695173218130.9,4635503382.9447
2014-12-17,1413.79,1445.53,1476.19,1389.63,81076784417.0,6553645114861.3,4635503382.9447
2014-12-18,1477.27,1417.41,1506.13,1417.41,78761569805.0,6847878823692.59,4635503382.9447
2014-12-19,1449.13,1477.36,1488.34,1417.68,44856913714.0,6717440284468.56,4635503382.9447
2014-12-22,1437.08,1452.95,1466.34,1421.39,50209370839.0,6661583735341.69,4635503382.9447
2014-12-23,1398.2,1437.08,1446.31,1391.38,42501810335.0,6481362092230.03,4635503382.9447
2014-12-24,1401.5,1398.2,1411.56,1383.61,28015719243.0,6496652700159.9,4635503382.9447
2014-12-25,1408.54,1401.47,1410.06,1383.91,23569010203.0,6529289258920.08,4635503382.9447
2014-12-26,1417.8,1409.02,1432.41,1409.02,21938441630.0,6572219511259.2,4635503382.9447
2014-12-29,1432.94,1417.53,1489.75,1409.1,31782008617.0,6642405410265.22,4635503382.9447
2014-12-30,1396.61,1429.68,1430.01,1378.54,26156334473.0,6473977848191.16,4635503382.9447
2015-01-05,1435.66,1394.66,1438.91,1390.53,15320687285.0,6655000193417.98,4635503382.9447
2015-01-06,1480.73,1435.39,1481.35,1430.47,21268814897.0,6863934639625.86,4635503382.9447
2015-01-08,1547.39,1482.12,1564.87,1481.93,35505063516.0,7172914288797.3,4635503382.9447
2015-01-09,1515.37,1547.61,1557.96,1496.17,27223058410.0,7024480568045.43,4635503382.9447
2015-01-12,1513.22,1515.23,1534.74,1503.49,23419055856.0,7014538161692.29,4635503382.9447
2015-01-13,1533.09,1513.21,1543.59,1499.57,33133664935.0,7106620719186.81,4635503382.9447
2015-01-14,1554.46,1531.65,1560.01,1524.69,32105492806.0,7205690234312.64,4635503382.9447
2015-01-15,1563.21,1556.96,1586.22,1555.36,38679500660.0,7246243668028.74,4635503382.9447
2015-01-16,1591.43,1563.21,1594.06,1551.01,30068854489.0,7377090247817.62,4635503382.9447
2015-01-19,1576.4,1590.54,1627.53,1572.94,37167969626.0,7307430024178.39,4635503382.9447
2015-01-20,1570.97,1576.47,1594.91,1561.8,31919504256.0,7282221929338.29,4635503382.9447
2015-01-21,1618.17,1570.59,1619.32,1570.59,31259697570.0,7501017864593.01,4635503382.9447
2015-01-22,1666.56,1618.68,1676.38,1618.52,50131522012.0,7725364643154.59,4635503382.9447
2015-01-23,1671.8,1667.99,1700.78,1662.11,44311526698.0,7749626061678.21,4635503382.9447
2015-01-26,1642.37,1670.23,1670.3,1622.02,36919529789.0,7613229340218.56,4635503382.9447
2015-01-27,1673.92,1642.31,1681.46,1614.16,44461457724.0,7759441568169.95,4635503382.9447
2015-01-28,1647.71,1675.3,1706.39,1643.42,43016957356.0,7637980043638.41,4635503382.9447
2015-01-29,1639.65,1647.11,1675.57,1639.65,38654354336.0,7600620681057.92,4635503382.9447
2015-01-30,1647.69,1640.56,1664.73,1631.55,43391401113.0,7637894790603.35,4635503382.9447
2015-02-02,1625.31,1647.74,1663.94,1616.27,43204113857.0,7534123046528.33,4635503382.9447
2015-02-03,1654.36,1626.65,1667.59,1626.65,36684677691.0,7668789955800.34,4635503382.9447
2015-02-04,1656.02,1655.5,1665.09,1643.24,28406694409.0,7676490091070.59,4635503382.9447
2015-02-05,1696.06,1654.97,1698.83,1642.51,47193997103.0,7862101858309.86,4635503382.9447
2015-02-06,1755.45,1696.96,1762.39,1696.96,54221952383.0,8137413935492.03,4635503382.9447
2015-02-09,1748.55,1755.7,1830.0,1740.58,63280101174.0,8105398913722.94,4635503382.9447
2015-02-10,1742.35,1748.02,1774.06,1729.77,32450702270.0,8076689298854.4,4635503382.9447
